CD_CIDADE;NM_CIDADE;ESTADO
1788;SANTO ANTONIO DO DESCOBERTO;GO
4368;SANTO ANTONIO DO GLORIA;MG
3094;SANTO ANTONIO DO GRAMA;MG
202;SANTO ANTONIO DO ICA;AM
7559;SANTO ANTONIO DO IMBE;RJ
6900;SANTO ANTONIO DO IRATIM;PR
3095;SANTO ANTONIO DO ITAMBE;MG
4369;SANTO ANTONIO DO JACINTO;MG
9804;SANTO ANTONIO DO JARDIM;SP
4370;SANTO ANTONIO DO LEITE;MG
4943;SANTO ANTONIO DO LESTE;MT
4849;SANTO ANTONIO DO LEVERGER;MT
4371;SANTO ANTONIO DO MANHUACU;MG
169;SANTO ANTONIO DO MATUPI;AM
4372;SANTO ANTONIO DO MONTE;MG
4373;SANTO ANTONIO DO MUCURI;MG
2338;SANTO ANTONIO DO MUQUI;ES
4374;SANTO ANTONIO DO NORTE;MG
9142;SANTO ANTONIO DO PALMA;RS
6901;SANTO ANTONIO DO PALMITAL;PR
7007;SANTO ANTONIO DO PARAISO;PR
9887;SANTO ANTONIO DO PARANAPANEMA;SP
9781;SANTO ANTONIO DO PINHAL;SP
4247;SANTO ANTONIO DO PIRAPETINGA;MG
9143;SANTO ANTONIO DO PLANALTO;RS
3020;SANTO ANTONIO DO PONTAL;MG
3250;SANTO ANTONIO DO PORTO;MG
7782;SANTO ANTONIO DO POTENGI;RN
2339;SANTO ANTONIO DO POUSALEGRE;ES
2340;SANTO ANTONIO DO QUINZE;ES
4248;SANTO ANTONIO DO RETIRO;MG
4249;SANTO ANTONIO DO RIO ABAIXO;MG
4923;SANTO ANTONIO DO RIO BONITO;MT
1789;SANTO ANTONIO DO RIO VERDE;GO
3275;SANTO ANTONIO DO SALTO;MG
6339;SANTO ANTONIO DO SUDOESTE;PR
5042;SANTO ANTONIO DO TAUA;PA
4250;SANTO ANTONIO DOS ARAUJOS;MG
4251;SANTO ANTONIO DOS CAMPOS;MG
2086;SANTO ANTONIO DOS FERNANDES;CE
1826;SANTO ANTONIO DOS LOPES;MA
6274;SANTO ANTONIO DOS MILAGRES;PI
4701;SANTO ANTONIO DOS PALMARES;PE
8083;SANTO ANTONIO DOS PINHEIRINHOS;RS
10485;SANTO ANTONIO PAULISTA;SP
9144;SANTO AUGUSTO;RS
9145;SANTO CRISTO;RS
7560;SANTO EDUARDO;RJ
1103;SANTO ESTEVAO;BA
10486;SANTO EXPEDITO;SP
9146;SANTO EXPEDITO DO SUL;RS
4252;SANTO HILARIO;MG
4363;SANTO HIPOLITO;MG
1104;SANTO INACIO;BA
9147;SANTO INACIO;RS
7008;SANTO INACIO;PR
6264;SANTO INACIO DO PIAUI;PI
6316;SANTO IZIDORO;PR
6988;SANTO REI;PR
10487;SANTOPOLIS DO AGUAPEI;SP
10488;SANTOS;SP
4152;SANTOS DUMONT;MG
2087;SAO BARTOLOMEU;CE
3090;SAO BARTOLOMEU;MG
3022;SAO BARTOLOMEU DE SEM PEIXE;MG
3091;SAO BENEDITO;MG
2088;SAO BENEDITO;CE
9888;SAO BENEDITO DA CACHOEIRINHA;SP
9889;SAO BENEDITO DAS AREIAS;SP
1827;SAO BENEDITO DO RIO PRETO;MA
4702;SAO BENEDITO DO SUL;PE
5402;SAO BENTINHO;PB
9148;SAO BENTO;RS
5401;SAO BENTO;PB
8256;SAO BENTO;RS
1828;SAO BENTO;MA
4153;SAO BENTO ABADE;MG
9223;SAO BENTO BAIXO;SC
4154;SAO BENTO DE CALDAS;MG
7783;SAO BENTO DO NORTE;RN
10489;SAO BENTO DO SAPUCAI;SP
9224;SAO BENTO DO SUL;SC
10633;SAO BENTO DO TOCANTINS;TO
7784;SAO BENTO DO TRAIRI;RN
4703;SAO BENTO DO UNA;PE
9225;SAO BERNARDINO;SC
1471;SAO BERNARDO;CE
7785;SAO BERNARDO;RN
1829;SAO BERNARDO;MA
10490;SAO BERNARDO DO CAMPO;SP
10491;SAO BERTO;SP
9149;SAO BOM JESUS;RS
9226;SAO BONIFACIO;SC
9150;SAO BORJA;RS
61;SAO BRAS;AL
4155;SAO BRAS DO SUACUI;MG
4156;SAO BRAZ;MG
6989;SAO BRAZ;PR
6990;SAO BRAZ;PR
6265;SAO BRAZ DO PIAUI;PI
8084;SAO CAETANO;RS
5043;SAO CAETANO DE ODIVELAS;PA
4704;SAO CAETANO DO NAVIO;PE
10477;SAO CAETANO DO SUL;SP
4705;SAO CAITANO;PE
6991;SAO CAMILO;PR
4157;SAO CANDIDO;MG
7913;SAO CARLOS;RO
9227;SAO CARLOS;SC
10492;SAO CARLOS;SP
9151;SAO CARLOS;RS
6992;SAO CARLOS DO IVAI;PR
6993;SAO CIRILO;PR
6994;SAO CLEMENTE;PR
9709;SAO CRISTOVAO;SE
6996;SAO CRISTOVAO;PR
9228;SAO CRISTOVAO;SC
6995;SAO CRISTOVAO;PR
4850;SAO CRISTOVAO;MT
9229;SAO CRISTOVAO DO SUL;SC
9230;SAO DEFENDE;SC
1105;SAO DESIDERIO;BA
6998;SAO DOMINGOS;PR
4158;SAO DOMINGOS;MG
6997;SAO DOMINGOS;PR
6999;SAO DOMINGOS;PR
9231;SAO DOMINGOS;SC
9710;SAO DOMINGOS;SE
2089;SAO DOMINGOS;CE
1106;SAO DOMINGOS;BA
1790;SAO DOMINGOS;GO
6012;SAO DOMINGOS;PE
4159;SAO DOMINGOS DA BOCAINA;MG
4160;SAO DOMINGOS DAS DORES;MG
5403;SAO DOMINGOS DE POMBAL;PB
5187;SAO DOMINGOS DO ARAGUAIA;PA
1830;SAO DOMINGOS DO AZEITAO;MA
5188;SAO DOMINGOS DO CAPIM;PA
5559;SAO DOMINGOS DO CARIRI;PB
1831;SAO DOMINGOS DO MARANHAO;MA
2341;SAO DOMINGOS DO NORTE;ES
4161;SAO DOMINGOS DO PRATA;MG
9152;SAO DOMINGOS DO SUL;RS
1107;SAO FELIPE;BA
203;SAO FELIPE;AM
2090;SAO FELIPE;CE
7923;SAO FELIPE D'OESTE;RO
1108;SAO FELIX;BA
2809;SAO FELIX DE BALSAS;MA
4162;SAO FELIX DE MINAS;MG
4921;SAO FELIX DO ARAGUAIA;MT
295;SAO FELIX DO CORIBE;BA
6228;SAO FELIX DO PIAUI;PI
10569;SAO FELIX DO TOCANTINS;TO
5189;SAO FELIX DO XINGU;PA
7786;SAO FERNANDO;RN
7561;SAO FIDELIS;RJ
7000;SAO FRANCISCO;PR
7001;SAO FRANCISCO;PR
9153;SAO FRANCISCO;RS
2342;SAO FRANCISCO;ES
9600;SAO FRANCISCO;SP
5190;SAO FRANCISCO;PA
7002;SAO FRANCISCO;PR
2092;SAO FRANCISCO;CE
2091;SAO FRANCISCO;CE
3092;SAO FRANCISCO;MG
5404;SAO FRANCISCO;PB
9711;SAO FRANCISCO;SE
5191;SAO FRANCISCO DA JARARACA;PA
9601;SAO FRANCISCO DA PRAIA;SP
8046;SAO FRANCISCO DE ASSIS;RS
1791;SAO FRANCISCO DE GOIAS;GO
7003;SAO FRANCISCO DE IMBAU;PR
7562;SAO FRANCISCO DE ITABAPOANA;RJ
3093;SAO FRANCISCO DE PAULA;MG
8047;SAO FRANCISCO DE PAULA;RS
7004;SAO FRANCISCO DE SALES;PR
4163;SAO FRANCISCO DE SALES;MG
2944;SAO FRANCISCO DO BREJAO;MA
5974;SAO FRANCISCO DO BRIGIDA;PE
296;SAO FRANCISCO DO CONDE;BA
4358;SAO FRANCISCO DO GLORIA;MG
7891;SAO FRANCISCO DO GUAPORE;RO
4359;SAO FRANCISCO DO HUMAITA;MG
1832;SAO FRANCISCO DO MARANHAO;MA
7787;SAO FRANCISCO DO OESTE;RN
5192;SAO FRANCISCO DO PARA;PA
6166;SAO FRANCISCO DO PIAUI;PI
9232;SAO FRANCISCO DO SUL;SC
9602;SAO FRANCISCO XAVIER;SP
2343;SAO FRANCISCO XAVIER DO GUANDU;ES
1109;SAO GABRIEL;BA
7006;SAO GABRIEL;PR
7005;SAO GABRIEL;PR
9154;SAO GABRIEL;RS
9233;SAO GABRIEL;SC
87;SAO GABRIEL DA CACHOEIRA;AM
2344;SAO GABRIEL DA PALHA;ES
2381;SAO GABRIEL DE GOIAS;GO
3699;SAO GABRIEL DO OESTE;MS
4361;SAO GERALDO;MG
4360;SAO GERALDO;MG
7788;SAO GERALDO;RN
2345;SAO GERALDO;ES
4362;SAO GERALDO DA PIEDADE;MG
4136;SAO GERALDO DE TUMIRITINGA;MG
5023;SAO GERALDO DO ARAGUAIA;PA
4137;SAO GERALDO DO BAGUARI;MG
4138;SAO GERALDO DO BAIXIO;MG
7563;SAO GONCALO;RJ
5405;SAO GONCALO;PB
8185;SAO GONCALO;RS
4139;SAO GONCALO DE BOTELHOS;MG
4140;SAO GONCALO DO ABAETE;MG
7789;SAO GONCALO DO AMARANTE;RN
1533;SAO GONCALO DO AMARANTE;CE
6167;SAO GONCALO DO GURGUEIA;PI
4141;SAO GONCALO DO MONTE;MG
3088;SAO GONCALO DO PARA;MG
6168;SAO GONCALO DO PIAUI;PI
3089;SAO GONCALO DO RIO ABAIXO;MG
4142;SAO GONCALO DO RIO DAS PEDRAS;MG
4143;SAO GONCALO DO RIO PRETO;MG
4144;SAO GONCALO DO SAPUCAI;MG
2094;SAO GONCALO DO UMARI;CE
982;SAO GONCALO DOS CAMPOS;BA
2996;SAO GOTARDO;MG
7180;SAO GOTARDO;PR
2346;SAO JACINTO;ES
9155;SAO JERONIMO;RS
7181;SAO JERONIMO DA SERRA;PR
4145;SAO JERONIMO DOS POCOES;MG
7183;SAO JOAO;PR
9017;SAO JOAO;RS
7182;SAO JOAO;PR
1453;SAO JOAO;CE
8257;SAO JOAO;RS
4706;SAO JOAO;PE
7184;SAO JOAO;PR
1792;SAO JOAO;GO
9293;SAO JOAO BATISTA;SC
1833;SAO JOAO BATISTA;MA
9126;SAO JOAO BATISTA;RS
2997;SAO JOAO BATISTA DO GLORIA;MG
5406;SAO JOAO BOSCO;PB
9127;SAO JOAO BOSCO;RS
1793;SAO JOAO D'ALIANCA;GO
7185;SAO JOAO D'OESTE;PR
7969;SAO JOAO DA BALIZA;RR
6715;SAO JOAO DA BARRA;RJ
9603;SAO JOAO DA BOA VISTA;SP
6169;SAO JOAO DA CANABRAVA;PI
4146;SAO JOAO DA CHAPADA;MG
983;SAO JOAO DA FORTALEZA;BA
6170;SAO JOAO DA FRONTEIRA;PI
4147;SAO JOAO DA LAGOA;MG
4148;SAO JOAO DA MATA;MG
1794;SAO JOAO DA PARAUNA;GO
5024;SAO JOAO DA PONTA;PA
4149;SAO JOAO DA PONTE;MG
4150;SAO JOAO DA SAPUCAIA;MG
6171;SAO JOAO DA SERRA;PI
4151;SAO JOAO DA SERRA;MG
4246;SAO JOAO DA SERRA NEGRA;MG
9128;SAO JOAO DA URTIGA;RS
6235;SAO JOAO DA VARJOTA;PI
4119;SAO JOAO DA VEREDA;MG
984;SAO JOAO DA VITORIA;BA
9604;SAO JOAO DAS DUAS PONTES;SP
8390;SAO JOAO DAS MISSOES;RS
4120;SAO JOAO DAS MISSOES;MG
1834;SAO JOAO DE CORTES;MA
2095;SAO JOAO DE DEUS;CE
9883;SAO JOAO DE IRACEMA;SP
9884;SAO JOAO DE ITAGUACU;SP
7543;SAO JOAO DE MERITI;RJ
2347;SAO JOAO DE PETROPOLIS;ES
5193;SAO JOAO DE PIRABAS;PA
2348;SAO JOAO DE VICOSA;ES
4121;SAO JOAO DEL REI;MG
5194;SAO JOAO DO ACANGATA;PA
1449;SAO JOAO DO AMANARI;CE
3700;SAO JOAO DO APORE;MS
5195;SAO JOAO DO ARAGUAIA;PA
6261;SAO JOAO DO ARRAIAL;PI
4122;SAO JOAO DO BONITO;MG
7186;SAO JOAO DO CAIUA;PR
5407;SAO JOAO DO CARIRI;PB
2970;SAO JOAO DO CARU;MA
5946;SAO JOAO DO FERRAZ;PE
9209;SAO JOAO DO ITAPERIU;SC
7187;SAO JOAO DO IVAI;PR
4123;SAO JOAO DO JACUTINGA;MG
2096;SAO JOAO DO JAGUARIBE;CE
4124;SAO JOAO DO MANHUACU;MG
4125;SAO JOAO DO MANTENINHA;MG
9605;SAO JOAO DO MARINHEIRO;SP
2164;SAO JOAO DO NORTE;ES
9210;SAO JOAO DO OESTE;SC
4126;SAO JOAO DO ORIENTE;MG
4127;SAO JOAO DO PACUI;MG
3086;SAO JOAO DO PARAISO;MG
2971;SAO JOAO DO PARAISO;MA
7544;SAO JOAO DO PARAISO;RJ
9606;SAO JOAO DO PAU D'ALHO;SP
6262;SAO JOAO DO PIAUI;PI
6405;SAO JOAO DO PINHAL;PR
5196;SAO JOAO DO PIRIA;PA
9001;SAO JOAO DO POLESINE;RS
2167;SAO JOAO DO PRINCIPE;ES
5408;SAO JOAO DO RIO DO PEIXE;PB
9211;SAO JOAO DO RIO VERMELHO;SC
7824;SAO JOAO DO SABUGI;RN
2349;SAO JOAO DO SOBRADO;ES
1835;SAO JOAO DO SOTER;MA
9212;SAO JOAO DO SUL;SC
5409;SAO JOAO DO TIGRE;PB
6406;SAO JOAO DO TRIUNFO;PR
8250;SAO JOAO DOS MELLOS;RS
1821;SAO JOAO DOS PATOS;MA
2097;SAO JOAO DOS QUEIROZ;CE
5021;SAO JOAO DOS RAMOS;PA
3087;SAO JOAO EVANGELISTA;MG
7545;SAO JOAO MARCOS;RJ
4128;SAO JOAO NEPOMUCENO;MG
9607;SAO JOAO NOVO;SP
4129;SAO JOAQUIM;MG
7546;SAO JOAQUIM;RJ
4851;SAO JOAQUIM;MT
4130;SAO JOAQUIM;MG
2098;SAO JOAQUIM;CE
9213;SAO JOAQUIM;SC
7188;SAO JOAQUIM;PR
7189;SAO JOAQUIM;PR
9608;SAO JOAQUIM DA BARRA;SP
4131;SAO JOAQUIM DE BICAS;MG
4707;SAO JOAQUIM DO MONTE;PE
233;SAO JOAQUIM DO PACUI;AP
7190;SAO JOAQUIM DO PONTAL;PR
2080;SAO JOAQUIM DO SALGADO;CE
5291;SAO JOAQUIM DO TAPARA;PA
2718;SAO JOAQUIM DOS MELOS;MA
5292;SAO JORGE;PA
4852;SAO JORGE;MT
2403;SAO JORGE;GO
9002;SAO JORGE;RS
7191;SAO JORGE D'OESTE;PR
2162;SAO JORGE DA BARRA SECA;ES
7192;SAO JORGE DO IVAI;PR
2350;SAO JORGE DO OLIVEIRA;ES
6984;SAO JORGE DO PATROCINIO;PR
2351;SAO JORGE DO TIRADENTES;ES
3701;SAO JOSE;MS
6985;SAO JOSE;PR
9214;SAO JOSE;SC
6986;SAO JOSE;PR
9004;SAO JOSE;RS
9003;SAO JOSE;RS
2061;SAO JOSE;CE
8304;SAO JOSE;RS
9686;SAO JOSE;SE
2060;SAO JOSE;CE
4708;SAO JOSE;PE
4853;SAO JOSE;MT
2063;SAO JOSE;CE
8387;SAO JOSE;RS
4132;SAO JOSE DA BARRA;MG
9609;SAO JOSE DA BELA VISTA;SP
4133;SAO JOSE DA BELA VISTA;MG
6987;SAO JOSE DA BOA VISTA;PR
4709;SAO JOSE DA COROA GRANDE;PE
9005;SAO JOSE DA GLORIA;RS
5410;SAO JOSE DA LAGOA TAPADA;PB
62;SAO JOSE DA LAJE;AL
4134;SAO JOSE DA LAPA;MG
5411;SAO JOSE DA MATA;PB
7825;SAO JOSE DA PASSAGEM;RN
4135;SAO JOSE DA PEDRA MENINA;MG
8370;SAO JOSE DA RESERVA;RS
4245;SAO JOSE DA SAFIRA;MG
63;SAO JOSE DA TAPERA;AL
4229;SAO JOSE DA VARGINHA;MG
985;SAO JOSE DA VITORIA;BA
9610;SAO JOSE DAS LARANJEIRAS;SP
2064;SAO JOSE DAS LONTRAS;CE
9006;SAO JOSE DAS MISSOES;RS
7179;SAO JOSE DAS PALMEIRAS;PR
2352;SAO JOSE DAS TORRES;ES
5543;SAO JOSE DE CAIANA;PB
9007;SAO JOSE DE CASTRO;RS
5544;SAO JOSE DE ESPINHARAS;PB
2161;SAO JOSE DE FRUTEIRAS;ES
2315;SAO JOSE DE MANTENOPOLIS;ES
5394;SAO JOSE DE MARIMBAS;PB
7790;SAO JOSE DE MIPIBU;RN
5395;SAO JOSE DE PIRANHAS;PB
5396;SAO JOSE DE PRINCESA;PB
1807;SAO JOSE DE RIBAMAR;MA
2065;SAO JOSE DE SOLONOPOLE;CE
7483;SAO JOSE DE UBA;RJ
4231;SAO JOSE DO ACACIO;MG
3195;SAO JOSE DO ALEGRE;MG
4854;SAO JOSE DO APUI;MT
3196;SAO JOSE DO BARREIRO;MG
9611;SAO JOSE DO BARREIRO;SP
4232;SAO JOSE DO BATATAL;MG
4710;SAO JOSE DO BELMONTE;PE
5525;SAO JOSE DO BONFIM;PB
5526;SAO JOSE DO BREJO DO CRUZ;PB
4233;SAO JOSE DO BURITI;MG
2175;SAO JOSE DO CALCADO;ES
7774;SAO JOSE DO CAMPESTRE;RN
9215;SAO JOSE DO CEDRO;SC
8281;SAO JOSE DO CENTRO;RS
9216;SAO JOSE DO CERRITO;SC
986;SAO JOSE DO COLONIA;BA
6172;SAO JOSE DO DIVINO;PI
4234;SAO JOSE DO DIVINO;MG
4711;SAO JOSE DO EGITO;PE
4235;SAO JOSE DO GOIABAL;MG
5293;SAO JOSE DO GURUPI;PA
8289;SAO JOSE DO HERVAL;RS
9008;SAO JOSE DO HORTENCIO;RS
6401;SAO JOSE DO IGUACU;PR
9009;SAO JOSE DO INHACORA;RS
6402;SAO JOSE DO ITAVO;PR
4236;SAO JOSE DO ITUETO;MG
7162;SAO JOSE DO IVAI;PR
3019;SAO JOSE DO JACARE;MG
987;SAO JOSE DO JACUIPE;BA
4237;SAO JOSE DO JACURI;MG
2062;SAO JOSE DO LAGAMAR;CE
9217;SAO JOSE DO LARANJAL;SC
4238;SAO JOSE DO MANTIMENTO;MG
4239;SAO JOSE DO MATO DENTRO;MG
9010;SAO JOSE DO NORTE;RS
9011;SAO JOSE DO OURO;RS
4240;SAO JOSE DO PANTANO;MG
4241;SAO JOSE DO PARAOPEBA;MG
6173;SAO JOSE DO PEIXE;PI
6174;SAO JOSE DO PIAUI;PI
4913;SAO JOSE DO PINGADOR;MT
5294;SAO JOSE DO PIRIA;PA
4855;SAO JOSE DO PLANALTO;MT
4856;SAO JOSE DO POVO;MT
988;SAO JOSE DO PRADO;BA
7484;SAO JOSE DO RIBEIRAO;RJ
4857;SAO JOSE DO RIO CLARO;MT
989;SAO JOSE DO RIO GRANDE;BA
3588;SAO JOSE DO RIO MANSO;MG
10412;SAO JOSE DO RIO PARDO;SP
10473;SAO JOSE DO RIO PRETO;SP
5527;SAO JOSE DO SABUGI;PB
7775;SAO JOSE DO SERIDO;RN
2176;SAO JOSE DO SOBRADINHO;ES
3702;SAO JOSE DO SUCURIU;MS
7614;SAO JOSE DO SUL;RS
2066;SAO JOSE DO TORTO;CE
7526;SAO JOSE DO TURVO;RJ
7527;SAO JOSE DO VALE DO RIO PRETO;RJ
4858;SAO JOSE DO XINGU;MT
9012;SAO JOSE DOS AUSENTES;RS
1808;SAO JOSE DOS BASILIOS;MA
10474;SAO JOSE DOS CAMPOS;SP
8061;SAO JOSE DOS CAMPOS BORGES;RS
5528;SAO JOSE DOS CORDEIROS;PB
4242;SAO JOSE DOS LOPES;MG
7163;SAO JOSE DOS PINHAIS;PR
4859;SAO JOSE DOS QUATRO MARCOS;MT
5529;SAO JOSE DOS RAMOS;PB
4243;SAO JOSE DOS SALGADOS;MG
7164;SAO JUDAS TADEU;PR
3021;SAO JUDAS TADEU DE MINAS;MG
6175;SAO JULIAO;PI
6008;SAO LAZARO;PE
7165;SAO LEONARDO;PR
9218;SAO LEONARDO;SC
9013;SAO LEOPOLDO;RS
5917;SAO LORENCO;PE
4244;SAO LOURENCO;MG
647;SAO LOURENCO;AL
7166;SAO LOURENCO;PR
7167;SAO LOURENCO;PR
6009;SAO LOURENCO DA MATA;PE
10475;SAO LOURENCO DA SERRA;SP
9014;SAO LOURENCO DAS MISSOES;RS
4860;SAO LOURENCO DE FATIMA;MT
9283;SAO LOURENCO DO OESTE;SC
6176;SAO LOURENCO DO PIAUI;PI
9015;SAO LOURENCO DO SUL;RS
10476;SAO LOURENCO DO TURVO;SP
9284;SAO LUDGERO;SC
1809;SAO LUIS;MA
1795;SAO LUIS DE MONTES BELOS;GO
2067;SAO LUIS DO CURU;CE
6177;SAO LUIS DO PIAUI;PI
64;SAO LUIS DO QUITUNDE;AL
1810;SAO LUIS GONZAGA DO MARANHAO;MA
9016;SAO LUIS REI;RS
7174;SAO LUIZ;PR
7169;SAO LUIZ;PR
7171;SAO LUIZ;PR
7170;SAO LUIZ;PR
7982;SAO LUIZ;RR
7173;SAO LUIZ;PR
7168;SAO LUIZ;PR
9125;SAO LUIZ;RS
8308;SAO LUIZ;RS
7172;SAO LUIZ;PR
8356;SAO LUIZ;RS
9599;SAO LUIZ DO GUARICANGA;SP
1796;SAO LUIZ DO NORTE;GO
6331;SAO LUIZ DO OESTE;PR
9885;SAO LUIZ DO PARAITINGA;SP
7175;SAO LUIZ DO PURUNA;PR
5295;SAO LUIZ DO TAPAJOS;PA
1797;SAO LUIZ DO TOCANTINS;GO
9107;SAO LUIZ GONZAGA;RS
5530;SAO MAMEDE;PB
3277;SAO MANOEL DO BOI;MG
3197;SAO MANOEL DO GUAIACU;MG
7176;SAO MANOEL DO PARANA;PR
9108;SAO MANUEL;RS
9833;SAO MANUEL;SP
7177;SAO MARCOS;PR
8277;SAO MARCOS;RS
6403;SAO MARCOS;PR
8278;SAO MARCOS;RS
8072;SAO MARCOS BAIXO;RS
9109;SAO MARTINHO;RS
9285;SAO MARTINHO;SC
6404;SAO MARTINHO;PR
8369;SAO MARTINHO;RS
9880;SAO MARTINHO D'OESTE;SP
9110;SAO MARTINHO DA SERRA;RS
2316;SAO MATEUS;ES
7528;SAO MATEUS;RJ
9687;SAO MATEUS DA PALESTINA;SE
3085;SAO MATEUS DE MINAS;MG
1811;SAO MATEUS DO MARANHAO;MA
7178;SAO MATEUS DO SUL;PR
2069;SAO MIGUEL;CE
7267;SAO MIGUEL;PR
7822;SAO MIGUEL;RN
7161;SAO MIGUEL;PR
8089;SAO MIGUEL;RS
8079;SAO MIGUEL;RS
9111;SAO MIGUEL;RS
2068;SAO MIGUEL;CE
7268;SAO MIGUEL;PR
9881;SAO MIGUEL ARCANJO;SP
6178;SAO MIGUEL DA BAIXA GRANDE;PI
9287;SAO MIGUEL DA BOA VISTA;SC
8672;SAO MIGUEL DA SERRA;SC
454;SAO MIGUEL DAS MATAS;BA
9112;SAO MIGUEL DAS MISSOES;RS
5031;SAO MIGUEL DE PRACUUBA;PA
5531;SAO MIGUEL DE TAIPU;PB
10722;SAO MIGUEL DE TOUROS;RN
9688;SAO MIGUEL DO ALEIXO;SE
3920;SAO MIGUEL DO ANTA;MG
2382;SAO MIGUEL DO ARAGUAIA;GO
7269;SAO MIGUEL DO CAMBUI;PR
6179;SAO MIGUEL DO FIDALGO;PI
7823;SAO MIGUEL DO GOSTOSO;RN
5296;SAO MIGUEL DO GUAMA;PA
7892;SAO MIGUEL DO GUAPORE;RO
7270;SAO MIGUEL DO IGUACU;PR
9286;SAO MIGUEL DO OESTE;SC
2383;SAO MIGUEL DO PASSA QUATRO;GO
6217;SAO MIGUEL DO TAPUIO;PI
10570;SAO MIGUEL DO TOCANTINS;TO
65;SAO MIGUEL DOS CAMPOS;AL
5297;SAO MIGUEL DOS MACACOS;PA
66;SAO MIGUEL DOS MILAGRES;AL
9113;SAO NICOLAU;RS
1798;SAO PATRICIO;GO
990;SAO PAULINHO;BA
2070;SAO PAULINHO;CE
9114;SAO PAULO;RS
9582;SAO PAULO;SP
7271;SAO PAULO;PR
9115;SAO PAULO DAS MISSOES;RS
8299;SAO PAULO DAS TUNAS;RS
88;SAO PAULO DE OLIVENCA;AM
7776;SAO PAULO DO POTENGI;RN
8265;SAO PEDRO;RS
3704;SAO PEDRO;MS
3703;SAO PEDRO;MS
7273;SAO PEDRO;PR
7272;SAO PEDRO;PR
8067;SAO PEDRO;RS
7275;SAO PEDRO;PR
5532;SAO PEDRO;PB
9583;SAO PEDRO;SP
7777;SAO PEDRO;RN
7276;SAO PEDRO;PR
4758;SAO PEDRO;PE
9116;SAO PEDRO;RS
2317;SAO PEDRO;ES
7274;SAO PEDRO;PR
2972;SAO PEDRO DA AGUA BRANCA;MA
7529;SAO PEDRO DA ALDEIA;RJ
4861;SAO PEDRO DA CIPA;MT
3902;SAO PEDRO DA GARCA;MG
9118;SAO PEDRO DA SERRA;RS
6708;SAO PEDRO DA SERRA;RJ
3903;SAO PEDRO DA UNIAO;MG
9117;SAO PEDRO DAS MISSOES;RS
3904;SAO PEDRO DAS TABOCAS;MG
8673;SAO PEDRO DE ALCANTARA;SC
3905;SAO PEDRO DE CALDAS;MG
2318;SAO PEDRO DE ITABAPOANA;ES
2319;SAO PEDRO DE RATES;ES
5298;SAO PEDRO DE VISEU;PA
3906;SAO PEDRO DO AVAI;MG
9119;SAO PEDRO DO BUTIA;RS
5299;SAO PEDRO DO CAPIM;PA
7277;SAO PEDRO DO FLORIDO;PR
1472;SAO PEDRO DO GAVIAO;CE
3907;SAO PEDRO DO GLORIA;MG
7278;SAO PEDRO DO IGUACU;PR
9120;SAO PEDRO DO IRAXIM;RS
7279;SAO PEDRO DO IVAI;PR
3908;SAO PEDRO DO JEQUITINHONHA;MG
1529;SAO PEDRO DO NORTE;CE
2071;SAO PEDRO DO NORTE;CE
7152;SAO PEDRO DO PARANA;PR
3161;SAO PEDRO DO PASSA TRES;MG
6180;SAO PEDRO DO PIAUI;PI
3909;SAO PEDRO DO SUACUI;MG
9121;SAO PEDRO DO SUL;RS
9584;SAO PEDRO DO TURVO;SP
2973;SAO PEDRO DOS CRENTES;MA
3910;SAO PEDRO DOS FERROS;MG
7153;SAO PEDRO LOPEI;PR
9288;SAO PEDRO TOBIAS;SC
7154;SAO PIO X;PR
7828;SAO RAFAEL;RN
2320;SAO RAFAEL;ES
1407;SAO RAIMUNDO;CE
2165;SAO RAIMUNDO DA PEDRA MENINA;ES
1812;SAO RAIMUNDO DAS MANGABEIRAS;MA
5019;SAO RAIMUNDO DE BORRALHOS;PA
1813;SAO RAIMUNDO DE CODO;MA
5020;SAO RAIMUNDO DO ARAGUAIA;PA
2807;SAO RAIMUNDO DO DOCA BEZERRA;MA
5300;SAO RAIMUNDO DOS FURTADOS;PA
6165;SAO RAIMUNDO NONATO;PI
3911;SAO ROBERTO;MG
5301;SAO ROBERTO;PA
1814;SAO ROBERTO;MA
3193;SAO ROMAO;MG
1530;SAO ROMAO;CE
3705;SAO ROMAO;MS
9289;SAO ROQUE;SC
9585;SAO ROQUE;SP
1410;SAO ROQUE;CE
9122;SAO ROQUE;RS
7156;SAO ROQUE;PR
7157;SAO ROQUE;PR
7155;SAO ROQUE;PR
9586;SAO ROQUE DA FARTURA;SP
3194;SAO ROQUE DE MINAS;MG
2321;SAO ROQUE DO CANAA;ES
6389;SAO ROQUE DO CHOPIM;PR
1082;SAO ROQUE DO PARAGUACU;BA
7158;SAO ROQUE DO PINHAL;PR
7159;SAO SALVADOR;PR
10556;SAO SALVADOR DO TOCANTINS;TO
8280;SAO SEBASTIAO;RS
7029;SAO SEBASTIAO;PR
1435;SAO SEBASTIAO;CE
3012;SAO SEBASTIAO;MG
7027;SAO SEBASTIAO;PR
7026;SAO SEBASTIAO;PR
7028;SAO SEBASTIAO;PR
443;SAO SEBASTIAO;BA
8279;SAO SEBASTIAO;RS
10708;SAO SEBASTIAO;DF
9587;SAO SEBASTIAO;SP
2072;SAO SEBASTIAO;CE
608;SAO SEBASTIAO;AL
7160;SAO SEBASTIAO;PR
7030;SAO SEBASTIAO DA AMOREIRA;PR
