CD_CIDADE;NM_CIDADE;ESTADO
10685;FORMOSO DO ARAGUAIA;TO
9061;FORNINHO;RS
8322;FORQUETA;RS
8396;FORQUETA BAIXA;RS
9062;FORQUETINHA;RS
1766;FORQUILHA;CE
1464;FORQUILHA;CE
8687;FORQUILHINHA;SC
216;FORTALEZA;AP
1767;FORTALEZA;CE
3151;FORTALEZA DE MINAS;MG
7917;FORTALEZA DO ABUNA;RO
10686;FORTALEZA DO TABOCAO;TO
2708;FORTALEZA DOS NOGUEIRAS;MA
9063;FORTALEZA DOS VALOS;RS
2545;FORTE;GO
5391;FORTE VELHO;PB
1768;FORTIM;CE
2709;FORTUNA;MA
3614;FORTUNA DE MINAS;MG
6377;FOZ DO IGUACU;PR
6378;FOZ DO JORDAO;PR
6701;FRADE;RJ
8628;FRAGOSOS;SC
8629;FRAIBURGO;SC
672;FRANCA;BA
10192;FRANCA;SP
8122;FRANCESA ALTA;RS
6120;FRANCINOPOLIS;PI
7061;FRANCISCO ALVES;PR
6121;FRANCISCO AYRES;PI
3052;FRANCISCO BADARO;MG
7062;FRANCISCO BELTRAO;PR
7849;FRANCISCO DANTAS;RN
3053;FRANCISCO DUMONT;MG
6238;FRANCISCO MACEDO;PI
10193;FRANCISCO MORATO;SP
3167;FRANCISCO SA;MG
6122;FRANCISCO SANTOS;PI
3168;FRANCISCOPOLIS;MG
10090;FRANCO DA ROCHA;SP
2976;FRECHEIRAS;MA
1769;FRECHEIRINHA;CE
8630;FREDERICO WASTNER;SC
9045;FREDERICO WESTPHALEN;RS
156;FREGUESIA DO ANDIRA;AM
3615;FREI EUSTAQUIO;MG
3616;FREI GASPAR;MG
3617;FREI INOCENCIO;MG
3618;FREI LAGONEGRO;MG
5580;FREI MARTINHO;PB
4799;FREI MIGUELINHO;PE
3619;FREI ORLANDO;MG
8736;FREI PAULO;SE
9481;FREI ROGERIO;SC
8213;FREI SEBASTIAO;RS
3620;FREI SERAFIM;MG
7063;FREI TIMOTEO;PR
9046;FREIRE;RS
3621;FREIRE CARDOSO;MG
4800;FREXEIRAS;PE
3622;FRONTEIRA;MG
3623;FRONTEIRA DOS VALES;MG
6123;FRONTEIRAS;PI
3624;FRUTA DE LEITE;MG
3625;FRUTAL;MG
10091;FRUTAL DO CAMPO;SP
7850;FRUTUOSO GOMES;RN
7064;FUEROS;PR
6630;FUMACA;RJ
3626;FUNCHAL;MG
7045;FUNDAO;PR
2213;FUNDAO;ES
6631;FUNIL;RJ
3611;FUNILANDIA;MG
2834;FURQUIM;MG
673;GABIARRA;BA
10092;GABRIEL MONTEIRO;SP
2034;GADELHA;CE
1770;GADO;CE
5392;GADO BRAVO;PB
1771;GADO DOS RODRIGUES;CE
217;GAIVOTA;AP
5393;GALANTE;PB
674;GALEAO;BA
2835;GALEGO;MG
2836;GALENA;MG
9905;GALIA;SP
2837;GALILEIA;MG
7840;GALINHOS;RN
9461;GALVAO;SC
2838;GAMA;MG
7134;GAMADINHO;PR
5915;GAMBA;PE
675;GAMBOA;BA
7135;GAMELA;PR
6759;GAMELEIRA;RN
4801;GAMELEIRA;PE
676;GAMELEIRA DA LAPA;BA
2546;GAMELEIRA DE GOIAS;GO
1772;GAMELEIRA DE SAO SEBASTIAO;CE
677;GAMELEIRA DO ASSURUA;BA
2839;GAMELEIRAS;MG
678;GANDU;BA
4802;GARANHUNS;PE
2840;GARAPUAVA;MG
8737;GARARU;SE
9906;GARCA;SP
1773;GARCAS;CE
9462;GARCIA;SC
3748;GARCIAS;MS
10093;GARDENIA;SP
9047;GARIBALDI;RS
9048;GARIBALDINA;RS
9463;GAROPABA;SC
2214;GARRAFAO;ES
5155;GARRAFAO DO NORTE;PA
9049;GARRUCHOS;RS
9464;GARUVA;SC
635;GASPAR;AL
9465;GASPAR;SC
10094;GASTAO VIDIGAL;SP
7136;GAUCHA;PR
4605;GAUCHA DO NORTE;MT
9027;GAURAMA;RS
1420;GAVIAO;CE
7138;GAVIAO;PR
307;GAVIAO;BA
2841;GAVIAO;MG
7137;GAVIAO;PR
10095;GAVIAO PEIXOTO;SP
6632;GAVIOES;RJ
1774;GAZEA;CE
6124;GEMINIANO;PI
9028;GENERAL CAMARA;RS
4606;GENERAL CARNEIRO;MT
7139;GENERAL CARNEIRO;PR
8738;GENERAL MAYNARD;SE
8123;GENERAL NETO;RS
7140;GENERAL OSORIO;PR
10096;GENERAL SALGADO;SP
1775;GENERAL SAMPAIO;CE
1776;GENERAL TIBURCIO;CE
9029;GENTIL;RS
308;GENTIO DO OURO;BA
679;GEOLANDIA;BA
7141;GEREMIA LUNARDELLI;PR
905;GERERAU;CE
2547;GERIACU;GO
6633;GETULANDIA;RJ
10097;GETULINA;SP
9030;GETULIO VARGAS;RS
6125;GILBUES;PI
884;GIQUI;CE
2420;GIRASSOL;GO
885;GIRAU;CE
636;GIRAU DO PONCIANO;AL
2215;GIRONDA;ES
9031;GIRUA;RS
8300;GIRUAZINHO;RS
2842;GLAUCILANDIA;MG
2843;GLAURA;MG
6634;GLICERIO;RJ
10041;GLICERIO;SP
8314;GLORIA;RS
680;GLORIA;BA
9032;GLORIA;RS
4607;GLORIA D'OESTE;MT
3279;GLORIA DE CATAGUASES;MG
3801;GLORIA DE DOURADOS;MS
4803;GLORIA DO GOITA;PE
8211;GLORINHA;RS
2844;GLUCINIO;MG
2977;GODOFREDO VIANA;MA
7142;GODOY MOREIRA;PR
4230;GOIABAL;MG
2845;GOIABEIRA;MG
2216;GOIABEIRAS;ES
2548;GOIALANDIA;GO
3149;GOIAMINAS;MG
2846;GOIANA;MG
4804;GOIANA;PE
2549;GOIANAPOLIS;GO
2847;GOIANASES;MG
2550;GOIANDIRA;GO
2551;GOIANESIA;GO
5156;GOIANESIA DO PARA;PA
2552;GOIANIA;GO
6760;GOIANINHA;RN
2553;GOIANIRA;GO
10687;GOIANORTE;TO
2643;GOIAS;GO
10688;GOIATINS;TO
2644;GOIATUBA;GO
9466;GOIO-EN;SC
8212;GOIO-EN;RS
6415;GOIOERE;PR
6416;GOIOXIM;PR
7143;GOIS;PR
6635;GOITACAZES;RJ
2848;GONCALVES;MG
2788;GONCALVES DIAS;MA
4805;GONCALVES FERREIRA;PE
7144;GONCALVES JUNIOR;PR
681;GONGOGI;BA
2849;GONZAGA;MG
2850;GOROROS;MG
2851;GORUTUBA;MG
2852;GOUVEIA;MG
2645;GOUVELANDIA;GO
2978;GOVERNADOR ARCHER;MA
9467;GOVERNADOR CELSO RAMOS;SC
6761;GOVERNADOR DIX-SEPT ROSADO;RN
2979;GOVERNADOR EDSON LOBAO;MA
2980;GOVERNADOR EUGENIO BARROS;MA
7950;GOVERNADOR JORGE TEIXEIRA;RO
2217;GOVERNADOR LACERDA DE AGUIAR;ES
2218;GOVERNADOR LINDENBERG;ES
2719;GOVERNADOR LUIZ ROCHA;MA
682;GOVERNADOR MANGABEIRA;BA
2720;GOVERNADOR NEWTON BELLO;MA
2721;GOVERNADOR NUNES FREIRE;MA
6636;GOVERNADOR PORTELA;RJ
3608;GOVERNADOR VALADARES;MG
886;GRACA;CE
2151;GRACA ARANHA;ES
2722;GRACA ARANHA;MA
8739;GRACCHO CARDOSO;SE
7145;GRACIOSA;PR
5157;GRADAUS;PA
2723;GRAJAU;MA
10042;GRAMADINHO;SP
9033;GRAMADO;RS
9034;GRAMADO DOS LOUREIROS;RS
9035;GRAMADO SAO PEDRO;RS
9036;GRAMADO XAVIER;RS
3609;GRAMINEA;MG
3610;GRANADA;MG
1560;GRANDE BASILIO;CE
7146;GRANDES RIOS;PR
4806;GRANITO;PE
887;GRANJA;CE
8110;GRANJA GETULIO VARGAS;RS
888;GRANJEIRO;CE
3049;GRAO MOGOL;MG
9468;GRAO PARA;SC
9469;GRAPIA;SC
4807;GRAVATA;PE
4808;GRAVATA DO IBIAPINA;PE
8236;GRAVATAI;RS
8715;GRAVATAL;SC
889;GROAIRAS;CE
6762;GROSSOS;RN
5945;GROSSOS;PE
2814;GROTA;MG
6034;GROTAO;PE
2815;GRUPIARA;MG
2219;GRUTA;ES
8237;GUABIJU;RS
8716;GUABIRUBA;SC
10043;GUACHOS;SP
3802;GUACU;MS
2220;GUACUI;ES
3803;GUACULANDIA;MS
6231;GUADALUPE;PI
3763;GUADALUPE DO ALTO PARANA;MS
683;GUAGIRUS;BA
684;GUAI;BA
10044;GUAIANAS;SP
9037;GUAIBA;RS
9741;GUAICARA;SP
2816;GUAICUI;MG
9907;GUAIMBE;SP
2817;GUAIPAVA;MG
7147;GUAIPORA;PR
7148;GUAIRA;PR
9908;GUAIRA;SP
7149;GUAIRACA;PR
7150;GUAIRACA;PR
7151;GUAIRACA;PR
890;GUAIUBA;CE
157;GUAJARA;AM
5158;GUAJARA-ACU;PA
5159;GUAJARA-MIRI;PA
7951;GUAJARA-MIRIM;RO
685;GUAJERU;BA
891;GUAJIRU;CE
7042;GUAJUVIRA;PR
6763;GUAMARE;RN
7043;GUAMIRANGA;PR
7044;GUAMIRIM;PR
9742;GUAMIUM;SP
892;GUANACES;CE
666;GUANAMBI;BA
2818;GUANHAES;MG
6035;GUANUMBI;PE
2819;GUAPE;MG
10045;GUAPIACU;SP
10046;GUAPIARA;SP
6637;GUAPIMIRIM;RJ
373;GUAPIRA;BA
7133;GUAPIRAMA;PR
10190;GUAPIRANGA;SP
2518;GUAPO;GO
9470;GUAPORANGA;SC
9038;GUAPORE;RS
7114;GUAPORE;PR
7906;GUAPORE;RO
7115;GUAPOREMA;PR
8118;GUARA;RS
10174;GUARA;SP
7116;GUARA;PR
5574;GUARABIRA;PB
9737;GUARACAI;SP
9738;GUARACI;SP
7117;GUARACI;PR
9471;GUARACIABA;SC
2820;GUARACIABA;MG
10175;GUARACIABA D'OESTE;SP
893;GUARACIABA DO NORTE;CE
2821;GUARACIAMA;MG
6411;GUARAGI;PR
10689;GUARAI;TO
6387;GUARAI;PR
2519;GUARAITA;GO
6412;GUARAITUBA;PR
374;GUARAJUBA;BA
894;GUARAMIRANGA;CE
9472;GUARAMIRIM;SC
3047;GUARANESIA;MG
2822;GUARANI;MG
7118;GUARANI;PR
10176;GUARANI D'OESTE;SP
9039;GUARANI DAS MISSOES;RS
2446;GUARANI DE GOIAS;GO
7119;GUARANIACU;PR
2823;GUARANILANDIA;MG
10177;GUARANTA;SP
4608;GUARANTA DO NORTE;MT
2180;GUARAPARI;ES
10178;GUARAPIRANGA;SP
10179;GUARAPUA;SP
7120;GUARAPUAVA;PR
7121;GUARAPUAVINHA;PR
7122;GUARAQUECABA;PR
2824;GUARARA;MG
10180;GUARARAPES;SP
7123;GUARAREMA;PR
2181;GUARAREMA;ES
10181;GUARAREMA;SP
895;GUARARU;CE
2825;GUARATAIA;MG
375;GUARATINGA;BA
9825;GUARATINGUETA;SP
7124;GUARATUBA;PR
7125;GUARAUNA;PR
7126;GUARAVERA;PR
2826;GUARDA DOS FERREIROS;MG
3152;GUARDA-MOR;MG
7127;GUARDAMORIA;PR
2827;GUARDINHA;MG
10182;GUAREI;SP
4911;GUARIBA;MT
10183;GUARIBA;SP
6126;GUARIBAS;PI
2447;GUARINOS;GO
10184;GUARIROBA;SP
4609;GUARITA;MT
5460;GUARITA;PB
10185;GUARIZINHO;SP
10186;GUARUJA;SP
9473;GUARUJA DO SUL;SC
9909;GUARULHOS;SP
896;GUASSI;CE
1542;GUASSOSSE;CE
8020;GUASSU BOI;RS
9040;GUASSUPI;RS
8717;GUATA;SC
8718;GUATAMBU;SC
9910;GUATAPARA;SP
2828;GUAXIMA;MG
2829;GUAXUPE;MG
376;GUEREM;BA
1543;GUIA;CE
6638;GUIA DE PACOBAIBA;RJ
3764;GUIA LOPES DA LAGUNA;MS
2830;GUIDOVAL;MG
2789;GUIMARAES;MA
2831;GUIMARANIA;MG
2832;GUINDA;MG
377;GUINE;BA
378;GUIRAPA;BA
4610;GUIRATINGA;MT
2833;GUIRICEMA;MG
3048;GURINHATA;MG
5461;GURINHEM;PB
897;GURIU;CE
5360;GURJAO;PB
5160;GURUPA;PA
379;GURUPA MIRIM;BA
10690;GURUPI;TO
5161;GURUPIZINHO;PA
218;GURUPORA;AP
10187;GUZOLANDIA;SP
9041;HARMONIA;RS
7128;HARMONIA;PR
8233;HARMONIA;RS
2448;HEITORAI;GO
2813;HELIODORA;MG
380;HELIOPOLIS;BA
381;HELVECIA;BA
3678;HEMATITA;MG
4809;HENRIQUE DIAS;PE
9474;HERCILIO LUZ;SC
9475;HERCILIOPOLIS;SC
9791;HERCULANDIA;SP
7129;HERCULANDIA;PR
3679;HERMILO ALVES;MG
9042;HERVAL;RS
9476;HERVAL D'OESTE;SC
7130;HERVAL GRANDE;PR
6413;HERVEIRA;PR
6414;HERVEIRA;PR
9043;HERVEIRAS;RS
9044;HIDRAULICA;RS
7131;HIDRELETRICA ITAIPU;PR
5162;HIDRELETRICA TUCURUI;PA
898;HIDROLANDIA;CE
2520;HIDROLANDIA;GO
382;HIDROLANDIA;BA
2521;HIDROLINA;GO
10188;HOLAMBRA;SP
9739;HOLAMBRA II;SP
899;HOLANDA;CE
7132;HONORIO SERPA;PR
3680;HONOROPOLIS;MG
900;HORIZONTE;CE
4958;HORIZONTE DO OESTE;MT
8167;HORIZONTINA;RS
9740;HORTOLANDIA;SP
6084;HUGO NAPOLEAO;PI
7680;HULHA NEGRA;RS
3061;HUMAITA;MG
131;HUMAITA;AM
7681;HUMAITA;RS
2790;HUMBERTO DE CAMPOS;MA
479;HUMILDES;BA
10173;IACANGA;SP
2522;IACIARA;GO
10189;IACRI;SP
383;IACU;BA
901;IAPI;CE
3681;IAPU;MG
902;IARA;CE
7113;IARAMA;PR
10152;IARAS;SP
5163;IATAI;PA
4810;IATECA;PE
4811;IATI;PE
132;IAUARETE;AM
7092;IBAITI;PR
7682;IBARAMA;RS
7683;IBARE;RS
903;IBARETAMA;CE
10153;IBATE;SP
637;IBATEGUARA;AL
2182;IBATIBA;ES
384;IBATUI;BA
7093;IBEMA;PR
3682;IBERTIOGA;MG
3683;IBIA;MG
7684;IBIACA;RS
7094;IBIACI;PR
385;IBIACU;BA
3684;IBIAI;MG
386;IBIAJARA;BA
9477;IBIAM;SC
904;IBIAPABA;CE
883;IBIAPINA;CE
387;IBIAPORA;BA
5361;IBIARA;PB
388;IBIASSUCE;BA
2183;IBICABA;ES
389;IBICARAI;BA
9478;IBICARE;SC
1514;IBICATU;CE
390;IBICOARA;BA
1515;IBICUA;CE
391;IBICUI;BA
9479;IBICUI;SC
1516;IBICUITABA;CE
1517;IBICUITINGA;CE
4812;IBIMIRIM;PE
480;IBIPEBA;BA
6702;IBIPEBA;RJ
481;IBIPETUM;BA
2702;IBIPIRA;MA
392;IBIPITANGA;BA
7095;IBIPORA;PR
10154;IBIPORANGA;SP
772;IBIQUERA;BA
10155;IBIRA;SP
719;IBIRABA;BA
3685;IBIRACATU;MG
3686;IBIRACI;MG
2184;IBIRACU;ES
7685;IBIRAIARAS;RS
284;IBIRAJA;BA
4813;IBIRAJUBA;PE
9480;IBIRAMA;SC
4814;IBIRANGA;PE
752;IBIRANHEM;BA
753;IBIRAPITANGA;BA
754;IBIRAPUA;BA
7686;IBIRAPUITA;RS
10156;IBIRAREMA;SP
755;IBIRATAIA;BA
4815;IBIRATINGA;PE
3045;IBIRITE;MG
8209;IBIRUBA;RS
756;IBITIARA;BA
6746;IBITIGUACU;RJ
757;IBITIGUIRA;BA
10157;IBITINGA;SP
7521;IBITIOCA;RJ
758;IBITIRA;BA
3046;IBITIRA;MG
2147;IBITIRAMA;ES
4816;IBITIRANGA;PE
2185;IBITIRUI;ES
9735;IBITIRUNA;SP
759;IBITITA;BA
3687;IBITIURA DE MINAS;MG
9736;IBITIUVA;SP
10158;IBITU;SP
2186;IBITUBA;ES
760;IBITUNANE;BA
761;IBITUPA;BA
7522;IBITUPORANGA;RJ
3688;IBITURUNA;MG
10159;IBIUNA;SP
762;IBO;BA
4817;IBO;PE
1518;IBOREPI;CE
763;IBOTIRAMA;BA
1519;IBUACU;CE
1520;IBUGUACU;CE
4818;ICAICARA;PE
133;ICANA;AM
1521;ICAPUI;CE
7096;ICARA;PR
8657;ICARA;SC
1522;ICARAI;CE
3689;ICARAI DE MINAS;MG
7097;ICARAIMA;PR
7098;ICATU;PR
1894;ICATU;MA
10160;ICEM;SP
764;ICHU;BA
765;ICO;BA
1523;ICO;CE
5164;ICOARACI;PA
2187;ICONHA;ES
1524;ICOZINHO;CE
10161;IDA IOLANDA;SP
8626;IDAMAR;SC
1525;IDEAL;CE
6764;IELMO MARINHO;RN
9801;IEPE;SP
10162;IGACABA;SP
638;IGACI;AL
5805;IGAPO;PE
766;IGAPORA;BA
477;IGARA;BA
10163;IGARACU DO TIETE;SP
5362;IGARACY;PB
10164;IGARAI;SP
10165;IGARAPAVA;SP
3690;IGARAPE;MG
5165;IGARAPE DA LAMA;PA
219;IGARAPE DO LAGO;AP
1895;IGARAPE DO MEIO;MA
1896;IGARAPE GRANDE;MA
5166;IGARAPE-ACU;PA
5167;IGARAPE-MIRI;PA
4798;IGARAPEASSU;PE
4789;IGARAPEBA;PE
4790;IGARASSU;PE
10166;IGARATA;SP
3169;IGARATINGA;MG
478;IGARITE;BA
1539;IGAROI;CE
767;IGATU;BA
768;IGRAPIUNA;BA
6025;IGREJA NOVA;PE
639;IGREJA NOVA;AL
6765;IGREJA NOVA;RN
7099;IGREJINHA;PR
8312;IGREJINHA;RS
8210;IGREJINHA;RS
7687;IGREJINHA;RS
769;IGUA;BA
7523;IGUABA GRANDE;RJ
1430;IGUACU;CE
770;IGUAI;BA
771;IGUAIBI;BA
10167;IGUAPE;SP
4791;IGUARACI;PE
7100;IGUARACU;PR
3170;IGUATAMA;MG
714;IGUATEMI;BA
3804;IGUATEMI;MS
7101;IGUATEMI;PR
1540;IGUATU;CE
7102;IGUATU;PR
6409;IGUIPORA;PR
715;IGUIRA;BA
716;IGUITU;BA
3691;IJACI;MG
7688;IJUCAPIRAMA;RS
7689;IJUI;RS
10691;ILHA BARREIRA BRANCA;TO
3805;ILHA COMPRIDA;MS
10168;ILHA COMPRIDA;SP
8740;ILHA DAS FLORES;SE
522;ILHA DE BOM JESUS DOS PASSOS;BA
6302;ILHA DE EUFRASINA;PR
4783;ILHA DE ITAMARACA;PE
717;ILHA DE MARE;BA
220;ILHA DE SANTANA;AP
6304;ILHA DE SAO MIGUEL;PR
10169;ILHA DIANA;SP
6301;ILHA DO AMPARO;PR
6410;ILHA DO MEL;PR
3130;ILHA DO RIO DOCE;MG
6303;ILHA DO TEIXEIRA;PR
523;ILHA DOS FRADES;BA
7690;ILHA DOS MARINHEIROS;RS
7103;ILHA DOS VALADARES;PR
6399;ILHA ENCANTADA;PR
3806;ILHA GRANDE;MS
7418;ILHA GRANDE;RJ
6218;ILHA GRANDE;PI
10170;ILHA SOLTEIRA;SP
10171;ILHABELA;SP
718;ILHEUS;BA
3692;ILHEUS DO PRATA;MG
8658;ILHOTA;SC
2810;ILICINEA;MG
7691;ILOPOLIS;RS
5363;IMACULADA;PB
8659;IMARUI;SC
7524;IMBARIE;RJ
7104;IMBAU;PR
7105;IMBAUZINHO;PR
9021;IMBE;RS
2811;IMBE DE MINAS;MG
8660;IMBITUBA;SC
7106;IMBITUVA;PR
8661;IMBUIA;SC
2188;IMBURANA;ES
9022;IMIGRANTE;RS
2686;IMPERATRIZ;MA
7107;INACIO MARTINS;PR
2438;INACIOLANDIA;GO
7108;INAJA;PR
221;INAJA;AP
4792;INAJA;PE
5168;INANU;PA
7525;INCONFIDENCIA;RJ
2812;INCONFIDENTES;MG
475;INDAI;BA
10151;INDAIA DO AGUAPEI;SP
3807;INDAIA DO SUL;MS
3808;INDAIA GRANDE;MS
3246;INDAIABIRA;MG
8662;INDAIAL;SC
10172;INDAIATUBA;SP
3809;INDAPOLIS;MS
3677;INDEPENDENCIA;MG
8283;INDEPENDENCIA;RS
7109;INDEPENDENCIA;PR
840;INDEPENDENCIA;CE
9734;INDIANA;SP
4959;INDIANAPOLIS;MT
2903;INDIANOPOLIS;MG
7110;INDIANOPOLIS;PR
10131;INDIAPORA;SP
2439;INDIARA;GO
9666;INDIAROBA;SE
4611;INDIAVAI;MT
8663;INDIOS;SC
7905;INDUSTRIAL;RO
476;INEMA;BA
553;INGA;AL
5364;INGA;PB
2904;INGAI;MG
10132;INGAS;SP
4793;INGAZEIRA;PE
841;INGAZEIRAS;CE
8664;INGLESES DO RIO VERMELHO;SC
8238;INHACORA;RS
2905;INHAI;MG
971;INHAMBUPE;BA
1693;INHAMUNS;CE
8021;INHANDUI;RS
5169;INHANGAPI;PA
606;INHAPI;AL
2906;INHAPIM;MG
972;INHATA;BA
2907;INHAUMA;MG
473;INHAUMAS;BA
474;INHOBIM;BA
6730;INHOMIRIM;RJ
1694;INHUCU;CE
6219;INHUMA;PI
2523;INHUMAS;GO
10721;INHUPORANGA;CE
2908;INIMUTABA;MG
6731;INOA;RJ
3810;INOCENCIA;MS
7111;INSPETOR CARVALHO;PR
2524;INTERLANDIA;GO
973;INUBIA;BA
10133;INUBIA PAULISTA;SP
8665;INVERNADA;SC
7112;INVERNADA;PR
7091;INVERNADINHA;PR
7198;IOLOPOLIS;PR
9449;IOMERE;SC
3153;IPABA;MG
1477;IPAGUACU;CE
2525;IPAMERI;GO
2909;IPANEMA;MG
5965;IPANEMA;PE
6766;IPANGUACU;RN
879;IPAPORANGA;CE
3043;IPATINGA;MG
880;IPAUMIRIM;CE
10134;IPAUSSU;SP
8239;IPE;RS
974;IPECAETA;BA
10135;IPERO;SP
10136;IPEUNA;SP
3811;IPEZAL;MS
6732;IPIABAS;RJ
2910;IPIACU;MG
975;IPIAU;BA
9826;IPIGUA;SP
6733;IPIIBA;RJ
8712;IPIRA;SC
976;IPIRA;BA
7199;IPIRANGA;PR
1441;IPIRANGA;CE
6767;IPIRANGA;RN
7200;IPIRANGA;PR
9023;IPIRANGA;RS
2409;IPIRANGA DE GOIAS;GO
4936;IPIRANGA DO NORTE;MT
6112;IPIRANGA DO PIAUI;PI
9024;IPIRANGA DO SUL;RS
6700;IPITUNA;RJ
977;IPIUNA;BA
186;IPIXUNA;AM
5170;IPIXUNA DO PARA;PA
2911;IPOEMA;MG
4794;IPOJUCA;PE
8714;IPOMEIA;SC
2526;IPORA;GO
7202;IPORA;PR
9450;IPORA DO OESTE;SC
10137;IPORANGA;SP
881;IPU;CE
10138;IPUA;SP
9451;IPUACU;SC
9025;IPUACU;RS
4795;IPUBI;PE
6734;IPUCA;RJ
978;IPUCABA;BA
6768;IPUEIRA;RN
10692;IPUEIRAS;TO
882;IPUEIRAS;CE
1538;IPUEIRAS DOS GOMES;CE
4796;IPUERA;PE
2912;IPUIUNA;MG
9452;IPUMIRIM;SC
979;IPUPIARA;BA
7977;IRACEMA;RR
1620;IRACEMA;CE
6407;IRACEMA DO OESTE;PR
10139;IRACEMAPOLIS;SP
9453;IRACEMINHA;SC
4797;IRAGUACU;PE
9026;IRAI;RS
2913;IRAI DE MINAS;MG
1621;IRAJA;CE
4779;IRAJAI;PE
980;IRAJUBA;BA
9454;IRAKITAN;SC
981;IRAMAIA;BA
187;IRANDUBA;AM
9455;IRANI;SC
10140;IRAPE;SP
709;IRAPORANGA;BA
10141;IRAPUA;SP
1622;IRAPUA;CE
7203;IRAPUAN;PR
10142;IRAPURU;SP
9456;IRAPUTA;SC
710;IRAQUARA;BA
711;IRARA;BA
4780;IRATAMA;PE
9457;IRATI;SC
7204;IRATI;PR
1623;IRATINGA;CE
1624;IRAUCUBA;CE
712;IRECE;BA
4612;IRENOPOLIS;MT
7205;IRERE;PR
7206;IRETAMA;PR
9458;IRINEOPOLIS;SC
2189;IRIRITIBA;ES
5171;IRITUIA;PA
7679;IRUI;RS
2190;IRUNDI;ES
713;IRUNDIARA;BA
2191;IRUPI;ES
2192;ISABEL;ES
6094;ISAIAS COELHO;PI
1625;ISIDORO;CE
8372;ISMAEL;RS
2527;ISRAELANDIA;GO
9516;ITA;SC
949;ITA-AZUL;BA
7657;ITAARA;RS
9667;ITABAIANA;SE
5570;ITABAIANA;PB
2193;ITABAIANA;ES
9684;ITABAIANINHA;SE
6735;ITABAPOANA;RJ
281;ITABATAN;BA
950;ITABELA;BA
10143;ITABERA;SP
951;ITABERABA;BA
2528;ITABERAI;GO
8741;ITABI;SE
3171;ITABIRA;MG
2914;ITABIRINHA;MG
3172;ITABIRITO;MG
10144;ITABOA;SP
2915;ITABOCA;MG
6736;ITABORAI;RJ
952;ITABUNA;BA
10693;ITACAJA;TO
2916;ITACAMBIRA;MG
3672;ITACARAMBI;MG
953;ITACARE;BA
954;ITACAVA;BA
955;ITACHAMA;BA
3673;ITACI;MG
1626;ITACIMA;CE
956;ITACIMIRIM;BA
117;ITACOATIARA;AM
7658;ITACOLOMI;RS
3674;ITACOLOMI;MG
2194;ITACU;ES
4781;ITACURUBA;PE
7659;ITACURUBI;RS
7660;ITACURUBI;RS
6737;ITACURUSSA;RJ
957;ITAETE;BA
958;ITAGI;BA
959;ITAGIBA;BA
960;ITAGIMIRIM;BA
1627;ITAGUA;CE
2529;ITAGUACU;GO
2195;ITAGUACU;ES
961;ITAGUACU DA BAHIA;BA
6738;ITAGUAI;RJ
7207;ITAGUAJE;PR
3044;ITAGUARA;MG
2530;ITAGUARI;GO
2531;ITAGUARU;GO
10694;ITAGUATINS;TO
3812;ITAHUM;MS
7661;ITAI;RS
10145;ITAI;SP
962;ITAIA;BA
7208;ITAIACOCA;PR
4782;ITAIBA;PE
8253;ITAIBA;RS
963;ITAIBO;BA
1628;ITAICABA;CE
2196;ITAICI;ES
3675;ITAIM;MG
2197;ITAIMBE;ES
7662;ITAIMBEZINHO;RS
6269;ITAINOPOLIS;PI
9459;ITAIO;SC
9460;ITAIOPOLIS;SC
1501;ITAIPABA;CE
2198;ITAIPAVA;ES
6739;ITAIPAVA;RJ
2687;ITAIPAVA DO GRAJAU;MA
3676;ITAIPE;MG
964;ITAIPU;BA
6740;ITAIPU;RJ
6707;ITAIPUACU;RJ
7209;ITAIPULANDIA;PR
1537;ITAITINGA;CE
965;ITAITU;BA
4974;ITAITUBA;PA
10146;ITAIUBA;SP
7704;ITAJA;RN
2532;ITAJA;GO
966;ITAJAI;BA
9421;ITAJAI;SC
6724;ITAJARA;RJ
10147;ITAJOBI;SP
10148;ITAJU;SP
472;ITAJU DO COLONIA;BA
9422;ITAJUBA;SC
3529;ITAJUBA;MG
967;ITAJUBAQUARA;BA
5571;ITAJUBATIBA;PB
968;ITAJUIPE;BA
969;ITAJURU;BA
3530;ITAJUTIBA;MG
6725;ITALVA;RJ
970;ITAMARAJU;BA
3531;ITAMARANDIBA;MG
3532;ITAMARATI;MG
152;ITAMARATI;AM
3041;ITAMARATI DE MINAS;MG
4613;ITAMARATI NORTE;MT
803;ITAMARI;BA
2688;ITAMATARE;MA
3042;ITAMBACURI;MG
7210;ITAMBARACA;PR
783;ITAMBE;BA
4784;ITAMBE;PE
7211;ITAMBE;PR
7212;ITAMBE;PR
3533;ITAMBE DO MATO DENTRO;MG
6394;ITAMBEZINHO;PR
6741;ITAMBI;RJ
784;ITAMIRA;BA
2148;ITAMIRA;ES
3534;ITAMIRIM;MG
3535;ITAMOGI;MG
3536;ITAMONTE;MG
785;ITAMOTINGA;BA
3537;ITAMURI;MG
786;ITANAGE;BA
787;ITANAGRA;BA
10149;ITANHAEM;SP
3538;ITANHANDU;MG
4937;ITANHANGA;MT
283;ITANHEM;BA
788;ITANHI;BA
2893;ITANHOMI;MG
1502;ITANS;CE
7663;ITAO;RS
3129;ITAOBIM;MG
10150;ITAOCA;SP
2199;ITAOCA;ES
6742;ITAOCARA;RJ
2405;ITAPACI;GO
2894;ITAPAGIPE;MG
